t,coef,se,p_value,is_reference,is_pre,ci_low,ci_high
-12,0.03917135418518947,0.03228270363565937,0.22543876096652893,False,True,-0.024102744940702893,0.10244545331108185
-11,0.08311659777849582,0.03492119150201362,0.01760450027944338,False,True,0.014671062434549131,0.15156213312244252
-10,0.036923510469274945,0.0384010578316052,0.3366591984558722,False,True,-0.03834256288067124,0.11218958381922113
-9,0.02772007670067137,0.033627280391424194,0.41006334719326887,False,True,-0.038189392866520046,0.0936295462678628
-8,0.0755577662643176,0.033626791782548,0.024989633315467996,False,True,0.00964925437052351,0.1414662781581117
-7,0.14175187581152648,0.03373798872771117,3.0352024795066157e-05,False,True,0.07562541790521259,0.20787833371784037
-6,0.08133831111305063,0.03683169680106611,0.02757841190508792,False,True,0.009148185382961055,0.15352843684314021
-5,0.05575858883543749,0.037817313822893286,0.14086975685681802,False,True,-0.018363346257433348,0.12988052392830832
-4,0.03013630065087469,0.033820136403843404,0.3732298362759794,False,True,-0.03615116670065838,0.09642376800240776
-3,0.07405910918940964,0.03257610431147489,0.02333779958935356,False,True,0.010209944738918855,0.13790827363990044
-2,0.05459905057809442,0.02848237300579992,0.055698788550462286,False,True,-0.0012264005132734193,0.11042450166946227
-1,0.0,0.0,,True,True,0.0,0.0
0,-0.019893459517400465,0.04842554069978896,0.6813555784909073,False,False,-0.11480751928898683,0.07502060025418589
1,0.09275130079935145,0.035354953848213,0.008916325449552343,False,False,0.02345559125685398,0.16204701034184893
2,0.061807497620321714,0.034112703934606504,0.07048510812628694,False,False,-0.0050534020915070366,0.12866839733215046
3,0.03710537220159381,0.03554190068614234,0.29689192774980855,False,False,-0.03255675314324517,0.10676749754643279
4,0.06770352151820055,0.03350716519527696,0.04374839408895337,False,False,0.0020294777354577104,0.1333775653009434
5,0.03827289450672518,0.03741555417984001,0.3067423745904947,False,False,-0.03506159168576124,0.1116073806992116
6,0.07384036791726489,0.03649100825000487,0.043442356570571494,False,False,0.0023179917472553463,0.14536274408727445
7,0.07271389030942636,0.03677123857691324,0.04842575524733905,False,False,0.000642262698676413,0.1447855179201763
8,0.04633013029531782,0.032978860725269454,0.16056232097070877,False,False,-0.01830843672621031,0.11096869731684596
9,0.0820569019472175,0.02966511595187153,0.005839844903284819,False,False,0.02391327468154931,0.1402005292128857
10,0.03843017024809906,0.030968621716761506,0.21509164353351062,False,False,-0.02226832831675349,0.09912866881295161
11,-0.01473555126581653,0.030081657458463803,0.6244099103100158,False,False,-0.07369559988440559,0.04422449735277253
12,-0.007863606413049848,0.05005996854393171,0.8752293510358911,False,False,-0.105981144759156,0.0902539319330563
13,0.09528601375337896,0.037291199748357935,0.010847606019330325,False,False,0.022195262246597403,0.16837676526016052
14,0.07061243765100683,0.04863091444130854,0.14699900085979012,False,False,-0.024704154653957908,0.16592902995597159
15,0.08435031062923379,0.03523699822363586,0.01696728599939079,False,False,0.01528579411090751,0.15341482714756005
16,0.037766394922354764,0.036585590641257895,0.3023406221575884,False,False,-0.03394136273451071,0.10947415257922025
17,0.06896620430863006,0.036659990858296104,0.06040178396760143,False,False,-0.002887377773630309,0.14081978639089043
18,0.0823895075938681,0.03689583992829619,0.02589855084730175,False,False,0.010073661334407569,0.15470535385332862
19,0.06984232043143572,0.040544189483360166,0.08544918382422773,False,False,-0.009624290955950202,0.14930893181882166
20,0.06134313628291538,0.03606410396045837,0.08944794337667439,False,False,-0.009342507479583026,0.1320287800454138
21,0.028199476430361255,0.03805977600354914,0.45901527378805396,False,False,-0.04639768453659505,0.10279663739731756
22,0.061860021239996635,0.03390190846763865,0.06852478636668646,False,False,-0.004587719356575121,0.1283077618365684
23,0.09890729889484118,0.0405557451325745,0.01501213788230582,False,False,0.019418038434995163,0.17839655935468718
24,0.11180909616476967,0.036885153239909846,0.0025354798420278435,False,False,0.03951419581454638,0.18410399651499296
