t,coef,se,p_value,is_reference,is_pre,ci_low,ci_high
-12,0.20279439514872422,0.23494564426430617,0.3883820302249741,False,True,-0.2576990676093159,0.6632878579067643
-11,0.04454686835259914,0.30068524444768757,0.8822710289627109,False,True,-0.5447962107648685,0.6338899474700668
-10,0.06711556547804963,0.2909404329341053,0.8176347326986013,False,True,-0.5031276830727968,0.637358814028896
-9,0.1108022993416157,0.30103342728201976,0.7129427740643615,False,True,-0.4792232181311431,0.7008278168143744
-8,0.3355796541780504,0.31302218287550476,0.2841033192071176,False,True,-0.2779438242579389,0.9491031326140398
-7,-0.028165729189743142,0.27465415884675426,0.91835302226867,False,True,-0.5664878805293815,0.5101564221498952
-6,0.11261104216147347,0.28107470170439003,0.6888181171652255,False,True,-0.43829537317913103,0.6635174575020779
-5,-0.056423100340564455,0.306933977485131,0.8542076233551545,False,True,-0.6580136962114211,0.5451674955302923
-4,0.1983438130353744,0.3045131983880723,0.5150606694080704,False,True,-0.3985020558052472,0.795189681875996
-3,-0.10807994964813968,0.2951182952464198,0.7143198930134793,False,True,-0.6865118083311226,0.4703519090348432
-2,0.23198690492349072,0.29910094064596177,0.4382688484101296,False,True,-0.3542509387425943,0.8182247485895757
-1,0.0,0.0,,True,True,0.0,0.0
0,0.2618650539967063,0.27357885177715024,0.33884317551467014,False,False,-0.27434949548650817,0.7980796034799207
1,-0.06824038101475727,0.3229440578171409,0.8327161740498594,False,False,-0.7012107343363535,0.564729972306839
2,0.25735122617060124,0.34109140905301816,0.45083581622970015,False,False,-0.41118793557331434,0.9258903879145168
3,0.20659737589494742,0.29216690768913883,0.47975354600317743,False,False,-0.36604976317576465,0.7792445149656595
4,0.13648048331303772,0.280281882889511,0.6264706992852063,False,False,-0.41287200715040384,0.6858329737764793
5,0.3914198682230813,0.2982005891941646,0.1897952546030277,False,False,-0.19305328659748133,0.9758930230436439
6,0.22277286807137506,0.2998850431956016,0.45784369423511406,False,False,-0.36500181659200404,0.8105475527347542
7,0.3500581528124904,0.3120192362253608,0.2623285971550202,False,False,-0.2614995501892168,0.9616158558141976
8,0.2652641375297709,0.2846599863555549,0.3517653812889665,False,False,-0.29266943572711673,0.8231977107866586
9,0.40219991153116647,0.28311694880910027,0.1559252908260449,False,False,-0.15270930813467004,0.957109131197003
10,0.10740918421853396,0.25736971586491253,0.6765766083986522,False,False,-0.39703545887669456,0.6118538273137625
11,0.3070777997259989,0.3129527087120943,0.3268584283255984,False,False,-0.3063095093497059,0.9204651088017037
12,0.18500500857928448,0.3312390083064081,0.5766855507055813,False,False,-0.46422344770127544,0.8342334648598444
13,0.37594029615535557,0.3200093757196722,0.2405283884289624,False,False,-0.2512780802552019,1.003158672565913
14,0.25906575132280596,0.33363058579588867,0.43774334505951673,False,False,-0.39485019683713585,0.9129816994827478
15,0.03998719350119532,0.2870093292160974,0.8892390526684517,False,False,-0.5225510917623556,0.6025254787647462
16,0.06158987092777757,0.3124229256305699,0.8437847340472637,False,False,-0.5507590633081394,0.6739388051636945
17,0.36972209370914744,0.3017825616173016,0.22098650979848977,False,False,-0.22177172706076365,0.9612159144790585
18,0.4314228516922065,0.3180872780600192,0.1754900734867766,False,False,-0.19202821330543107,1.0548739166898442
19,0.05606088014237898,0.3224145236670669,0.8620171626866864,False,False,-0.5758715862450722,0.6879933465298301
20,0.3806452687998803,0.35407254241241376,0.28276572801838507,False,False,-0.3133369143284506,1.0746274519282113
21,0.5460684842355411,0.31178899928090864,0.08036451165076341,False,False,-0.06503795435503978,1.157174922826122
22,0.2768925191113787,0.3318878024743479,0.40443169115904665,False,False,-0.3736075737383432,0.9273926119611006
23,0.29201215475629655,0.32855406093923795,0.37446182785019033,False,False,-0.35195380468460985,0.935978114197203
24,0.2583691960741128,0.24154415980615468,0.28518506228700513,False,False,-0.21505735714595037,0.731795749294176
