id_municipio,media_acessos_pre,pct_fibra_pre,populacao,domicilios,pib,pib_per_capita,penetracao_bl,alta_conectividade,conectividade_q75,conectividade_q25,alta_fibra
1506138,12950.545454545454,0.0,85597,28038,2552479000,29819.72499036181,0.4618926262410106,1,0,1,0
1506187,2071.4545454545455,0.0,53143,15362,734050000,13812.731686205145,0.13484276431809306,0,0,1,0
1506500,5606.545454545455,0.0,73019,21501,935129000,12806.653062901436,0.26075742777291544,0,0,1,0
1506807,23299.81818181818,0.0,331942,95646,6390528000,19251.941604256164,0.243604731842609,0,0,1,0
1507300,3577.409090909091,0.0,65418,20861,2009122000,30712.067015194596,0.17148790043186285,0,0,1,0
1507607,1889.2272727272727,0.0,52894,16402,793139000,14994.876545543919,0.1151827382469987,0,0,0,0
1507953,2749.681818181818,0.0,72493,21612,1291722000,17818.575586608364,0.1272294011744317,0,0,1,0
1508001,6280.409090909091,0.0,67585,19852,1040635000,15397.42546423023,0.3163615298664664,1,0,1,0
1508100,2049.0,0.0,91306,27451,5614501000,61491.04111449412,0.07464208954136461,0,0,0,0
1508209,878.3636363636364,0.0,50832,15796,476787000,9379.662417374882,0.055606712861714126,0,0,0,0
1508308,767.8181818181819,0.0,58692,16256,618568000,10539.221699720576,0.04723290980672871,0,0,0,0
1508407,6584.454545454545,0.0,52893,17953,1605020000,30344.658083300248,0.3667606831980474,1,0,1,0
1600303,87523.59090909091,0.0,442933,123597,12938060000,29209.970808226073,0.7081368553370301,1,1,1,0
1600600,16440.363636363636,0.0,107618,28816,2512717000,23348.48259584828,0.5705289990409368,1,1,1,0
1702109,19099.863636363636,0.0,171301,57656,5239050000,30583.884507387582,0.33127278403572286,1,0,1,0
1709500,5914.954545454545,0.0,85125,30601,2648420000,31112.129221732746,0.1932928513922599,0,0,1,0
1716109,3337.0454545454545,0.0,52360,18312,1513693000,28909.339190221544,0.18223271376941103,0,0,1,0
1718204,7350.545454545455,0.0,64418,21378,3649421000,56652.19348629265,0.34383690965223385,1,0,1,0
1721000,68770.04545454546,0.0,302692,106168,10333419000,34138.39480395914,0.6477473952089655,1,1,1,0
2100055,23746.590909090908,0.0,106550,34410,3828780000,35934.115438761146,0.6901072626879078,1,1,1,0
2101202,6191.090909090909,0.0,103711,32910,1514711000,14605.114211607255,0.18812187508632358,0,0,1,0
2101400,8886.045454545454,0.0,101767,30888,6307610000,61980.89754046007,0.28768600927691834,1,0,1,0
2101608,5539.772727272727,0.0,84532,27100,889327000,10520.59575072162,0.20441965783294197,0,0,1,0
2101707,2294.2727272727275,0.0,65589,18002,635796000,9693.63765265517,0.12744543535566757,0,0,1,0
2102325,4336.863636363636,0.0,55499,16361,748132000,13480.098740517848,0.2650732618032905,0,0,1,0
2103000,7263.227272727273,0.0,156973,48216,2112941000,13460.537799494181,0.15063935773866088,0,0,1,0
2103208,1166.909090909091,0.0,81386,23983,894509000,10990.944388469761,0.04865567655877459,0,0,0,0
2103307,6813.409090909091,0.0,114275,34903,1648786000,14428.230146576241,0.19520984130043523,0,0,1,0
2103604,2484.681818181818,0.0,59566,18900,533670000,8959.30564415942,0.13146464646464645,0,0,1,0
2104800,4029.8636363636365,0.0,73872,21794,1149837000,15565.261533463288,0.18490702194932718,0,0,1,0
2105302,36906.318181818184,0.0,273110,90451,7693511000,28170.00842151514,0.40802554069958524,1,0,1,0
2105401,991.8636363636364,0.0,60440,18890,772940000,12788.5506287227,0.052507339140478365,0,0,0,0
2107506,7817.409090909091,0.0,145643,47955,1240527000,8517.587525662064,0.16301551644060247,0,0,1,0
2108603,1268.3636363636363,0.0,84621,26163,1040054000,12290.731615083727,0.0484792889333653,0,0,0,0
2109908,10663.363636363636,0.0,85014,26904,1466090000,17245.277248453196,0.3963486335252615,1,0,1,0
2110005,1804.6363636363637,0.0,57635,17062,743553000,12901.067059946214,0.10576933323387433,0,0,0,0
2111201,16454.31818181818,0.0,244579,81090,2293966000,9379.243516409831,0.20291427033935355,0,0,1,0
2111300,206337.4090909091,0.0,1037775,348986,36535226000,35205.34412565344,0.5912483855825422,1,1,1,0
2112209,14881.318181818182,0.0,174465,54222,2320942000,13303.195483334766,0.274451665040356,1,0,1,0
2112506,1492.5454545454545,0.0,53356,14794,546267000,10238.155034110503,0.10088856661791636,0,0,0,0
2112803,1326.7272727272727,0.0,51442,15795,490490000,9534.81590917927,0.08399666177443955,0,0,0,0
2203909,14354.0,0.0,62036,20957,1469174000,23682.60364949384,0.684926277616071,1,1,1,0
2207702,25488.772727272728,0.0,162159,51580,2968947000,18308.863522838696,0.49415999859001025,1,1,1,0
2208007,17825.31818181818,0.0,83090,28852,1940259000,23351.293777831266,0.6178191522881665,1,1,1,0
2208403,7398.818181818182,0.0,65538,21728,916771000,13988.388415880863,0.3405199825947249,1,0,1,0
2211001,188883.18181818182,0.0,866300,279986,23895231000,27583.090153526493,0.6746165230339439,1,1,1,0
2300200,3564.5454545454545,0.0,65264,20980,1020201000,15631.910394704584,0.1699020712366756,0,0,1,0
2301000,10405.363636363636,0.0,80645,27792,3854310000,47793.539587079176,0.3744013973936254,1,0,1,0
2301109,15813.90909090909,0.0,75113,26035,1706691000,22721.646053279725,0.6074096059500322,1,1,1,0
2301901,12177.727272727272,0.0,75033,24152,1345205000,17928.178268228647,0.5042119606130868,1,1,1,0
2302206,7880.318181818182,0.0,53114,18262,1059006000,19938.35900139323,0.43151452096255516,1,0,1,0
2302404,5336.727272727273,0.0,50411,18101,539218000,10696.435301819047,0.2948305216688179,1,0,1,0
2302503,9523.545454545454,0.0,51090,17033,817034000,15992.053239381483,0.5591231993509924,1,1,1,0
2302602,9544.727272727272,0.0,62326,20378,839500000,13469.499085453903,0.4683839077793342,1,0,1,0
2302800,5505.590909090909,0.0,74174,25285,911356000,12286.731199611724,0.21774138457943085,0,0,1,0
2303501,13287.5,0.0,72720,25315,1074377000,14774.161166116612,0.5248864309697807,1,1,1,0
2303709,45924.36363636364,0.0,355679,120728,10414373000,29280.258322813548,0.3803952988235011,1,0,1,0
2304103,10676.227272727272,0.0,76390,27139,952649000,12470.860060217306,0.39339059186879666,1,0,1,0
2304202,27062.227272727272,0.0,131050,44629,1871587000,14281.472720335749,0.6063821119166298,1,1,1,0
2304285,11464.181818181818,0.0,74170,25106,3577747000,48237.117432924366,0.45663115662319037,1,0,1,0
2304400,573191.4545454546,0.0,2428708,860747,73436128000,30236.70527704442,0.665923267284643,1,1,1,0
2304707,2205.5,0.0,53344,17097,469407000,8799.621325734854,0.1289992396326841,0,0,1,0
2305233,13544.0,0.0,74755,25624,2117193000,28321.75774195706,0.5285669684670621,1,1,1,0
2305407,8553.545454545454,0.0,62642,21428,737489000,11773.075572299735,0.39917609924143427,1,0,1,0
2305506,22050.5,0.0,98064,34997,1904815000,19424.20256159243,0.6300682915678487,1,1,1,0
2306256,5963.636363636364,0.0,64650,19523,1258826000,19471.39984532096,0.30546721116817926,1,0,1,0
2306405,18597.954545454544,0.0,131123,41598,1784007000,13605.599322773274,0.44708770963638983,1,0,1,0
2307304,68091.36363636363,0.0,286120,97415,5114793000,17876.391024744862,0.6989823295833664,1,1,1,0
2307601,12206.818181818182,0.0,59560,21451,1423366000,23898.018804566822,0.5690559033060548,1,1,1,0
2307650,35048.22727272727,0.0,234509,79716,12337017000,52607.86153196679,0.4396636468554277,1,0,1,0
2307700,10990.40909090909,0.0,105093,35080,1649528000,15695.888403604427,0.3132955841194153,1,0,1,0
2308708,9763.772727272728,0.0,61443,22683,1276864000,20781.276955877805,0.43044450589748834,1,0,1,0
2309607,13067.09090909091,0.0,70983,24057,1360520000,19166.842765169124,0.5431720875042986,1,1,1,0
2309706,4188.045454545455,0.0,81524,27105,1235158000,15150.85128305775,0.15451191494356964,0,0,1,0
2311306,15247.272727272728,0.0,84168,28987,1109869000,13186.353483509172,0.5260038198941845,1,1,1,0
2311405,14051.818181818182,0.0,82177,28629,1402461000,17066.34459763681,0.4908246247447757,1,1,1,0
2311801,13215.954545454546,0.0,72928,26425,1158523000,15885.846314172883,0.5001307301969554,1,1,1,0
2312403,8839.454545454546,0.0,54143,17970,8633637000,159459.89324566425,0.4919006424849497,1,1,1,0
2312908,43834.86363636364,0.0,203023,68048,5395130000,26573.984228387915,0.6441756353803733,1,1,1,0
2313302,8255.863636363636,0.0,61227,21122,711836000,11626.177993368938,0.39086562050769985,1,0,1,0
2313401,10223.09090909091,0.0,81506,25661,1732690000,21258.4349618433,0.39839019948914345,1,0,1,0
2313500,2870.590909090909,0.0,58415,18914,1115144000,19090.028246169648,0.1517706941467119,0,0,1,0
2314102,3140.9545454545455,0.0,59712,18277,603321000,10103.848472668811,0.17185285032853015,0,0,1,0
2400208,12587.454545454546,0.0,56496,19255,1467571000,25976.547012177853,0.653723944193952,1,1,1,0
2402006,12835.40909090909,0.0,61146,22080,1394849000,22811.778366532562,0.5813138175230567,1,1,1,0
2402600,9612.181818181818,0.0,79115,24956,1002205000,12667.698919294698,0.38516516341488294,1,0,1,0
2403251,81498.0,0.0,252716,90196,6845403000,27087.33519049051,0.9035655683178855,1,1,1,0
2403608,13320.59090909091,0.0,61635,20483,570425000,9254.887645006895,0.6503242156466782,1,1,1,0
2407104,9990.954545454546,0.0,82249,28224,1828152000,22227.0422740702,0.35398790197897345,1,0,1,0
2408003,59512.90909090909,0.0,264577,92500,8071762000,30508.1772036118,0.643382800982801,1,1,1,0
2408102,219330.81818181818,0.0,751300,270507,24186262000,32192.54891521363,0.8108138354342703,1,1,1,0
2412005,21226.045454545456,0.0,115838,39842,1905023000,16445.5791709111,0.532755520670284,1,1,1,0
2501807,11231.318181818182,0.0,82742,28069,1366842000,16519.325131130503,0.400132465774277,1,0,1,0
2503209,16336.545454545454,0.0,66519,22814,3152546000,47393.16586238518,0.7160754560596763,1,1,1,0
2503704,6646.181818181818,0.0,63239,22359,1231740000,19477.53759547115,0.29724861658311275,1,0,1,0
2504009,87055.77272727272,0.0,419379,147205,10373107000,24734.445453873464,0.591391411482441,1,1,1,0
2506301,5353.454545454545,0.0,57484,19758,1790168000,31142.022127896456,0.27095123724337206,1,0,1,0
2507507,223427.9090909091,0.0,833932,296743,22244284000,26673.978214051025,0.7529340509832047,1,1,1,0
2510808,20833.954545454544,0.0,103165,36327,1993586000,19324.247564581012,0.5735115628996214,1,1,1,0
2513703,17182.409090909092,0.0,149910,49565,2616825000,17455.97358415049,0.34666416001027117,1,0,1,0
2515302,1327.909090909091,0.0,51306,16913,675778000,13171.519900206604,0.07851410695376876,0,0,0,0
2516201,9468.545454545454,0.0,67259,22591,1318529000,19603.75563121664,0.4191290980720399,1,0,1,0
2600054,5109.5,0.0,98462,34686,1724258000,17511.913225406755,0.1473072709450499,0,0,1,0
2601102,8423.0,0.0,85088,27502,1272092000,14950.310267017676,0.30626863500836304,1,0,1,0
2601201,6274.454545454545,0.0,77742,27700,1215383000,15633.544287515115,0.22651460452904496,0,0,1,0
2601706,12395.636363636364,0.0,79507,29211,2765036000,34777.264894914915,0.4243482374323496,1,0,1,0
2601904,9349.454545454546,0.0,61694,23809,962826000,15606.47712905631,0.39268572999515083,1,0,1,0
2602803,1596.7272727272727,0.0,52097,17133,549015000,10538.322744111945,0.09319601194929508,0,0,0,0
2602902,12765.863636363636,0.0,203440,71791,13706389000,67373.12721195439,0.17781983307606297,0,0,1,0
2603454,4132.272727272727,0.0,147771,53411,2229680000,15088.752190889958,0.07736744729124576,0,0,0,0
2604007,8242.40909090909,0.0,79293,27711,1744915000,22005.914771795746,0.29744177730536936,1,0,1,0
2604106,46765.954545454544,0.0,378048,138573,8663525000,22916.46827916032,0.33748244279516604,1,0,1,0
2605202,6202.454545454545,0.0,59891,21056,1306431000,21813.4778180361,0.2945694597955236,1,0,1,0
2606002,13632.59090909091,0.0,142506,49046,3077112000,21592.859248031662,0.2779552034639096,1,0,1,0
2606200,3118.2272727272725,0.0,81055,28005,10662964000,131552.20529270248,0.11134537663728879,0,0,0,0
2606408,13401.90909090909,0.0,86516,32091,1359681000,15715.948495076056,0.4176220463964691,1,0,1,0
2606804,6441.409090909091,0.0,115196,40539,3471427000,30134.961283377896,0.15889412888598858,0,0,1,0
2607208,10804.272727272728,0.0,98932,33225,14929346000,150905.12675372983,0.32518503317600383,1,0,1,0
2607901,41226.545454545456,0.0,644037,235331,16133556000,25050.666343703855,0.17518535787697098,0,0,1,0
2608909,6098.818181818182,0.0,56510,20204,838343000,14835.303486108653,0.30186191753208186,1,0,1,0
2609402,1963.2272727272727,0.0,55292,19674,892506000,16141.68414960573,0.09978790651251768,0,0,0,0
2609600,39789.36363636364,0.0,349976,127451,5788250000,16538.99124511395,0.31219342050171156,1,0,1,0
2609907,2982.0454545454545,0.0,65245,21500,780513000,11962.801747260326,0.1386997885835095,0,0,1,0
2610004,2381.2272727272725,0.0,54584,18433,924146000,16930.712296643705,0.12918283907813555,0,0,1,0
2610608,2248.6363636363635,0.0,56665,18920,926328000,16347.445513103326,0.11884970209494522,0,0,0,0
2610707,25347.0,0.0,342167,124430,5591652000,16341.879842299228,0.2037048943180905,0,0,1,0
2610905,9341.363636363636,0.0,62722,22040,869651000,13865.16692707503,0.42383682560633557,1,0,1,0
2611101,41883.09090909091,0.0,386791,128460,7994036000,20667.585336783948,0.3260399416868357,1,0,1,0
2611606,239801.04545454544,0.0,1488920,548030,54970305000,36919.58265051178,0.4375691941217551,1,0,1,0
2612208,7295.090909090909,0.0,62372,20407,1002105000,16066.584364779068,0.3574798308958156,1,0,1,0
2612505,9116.954545454546,0.0,98254,34769,1925734000,19599.54811000061,0.26221503481418923,0,0,1,0
2613701,2506.9545454545455,0.0,111249,39436,1444200000,12981.68972305369,0.06357020350579536,0,0,0,0
2613909,12009.227272727272,0.0,92228,32437,1693347000,18360.443683046364,0.370232366517473,1,0,1,0
2614501,4304.772727272727,0.0,64120,22734,915558000,14278.82096069869,0.18935395123043577,0,0,1,0
2616407,19539.31818181818,0.0,134084,48348,4551843000,33947.69696608096,0.4041391201666704,1,0,1,0
2700300,15041.09090909091,0.0,234696,77882,5915938000,25206.812216654736,0.193126664814603,0,0,1,0
2702306,1770.1818181818182,0.0,50414,16420,1782442000,35356.09156186773,0.10780644446905105,0,0,0,0
2702405,4687.136363636364,0.0,51318,17133,673800000,13129.895942943996,0.2735735926945873,1,0,1,0
2704302,154247.81818181818,0.0,957916,336115,27484016000,28691.467727859228,0.45891381872816794,1,0,1,0
2704708,4957.590909090909,0.0,60370,19633,3409483000,56476.44525426537,0.2525131619768201,0,0,1,0
2706307,4332.181818181818,0.0,71574,24458,1181478000,16507.08357783553,0.1771273946431359,0,0,1,0
2706703,1546.1363636363637,0.0,58650,19623,983851000,16774.953111679453,0.07879204829212474,0,0,0,0
2707701,7184.227272727273,0.0,93927,31240,1422909000,15149.094509565939,0.229968862763357,0,0,1,0
2708600,2139.9545454545455,0.0,51990,16954,1372933000,26407.636083862282,0.126221218913209,0,0,1,0
2709301,2570.3636363636365,0.0,59280,19992,1416031000,23887.162618083672,0.12856960966204664,0,0,1,0
2800308,157969.0909090909,0.0,602757,218848,18405678000,30535.817916672888,0.7218210397586038,1,1,1,0
2802106,5550.863636363636,0.0,65078,23229,2126563000,32677.1412766219,0.2389626603109749,0,0,1,0
2802908,12188.227272727272,0.0,103440,37892,2213275000,21396.703402938903,0.32165700603629455,1,0,1,0
2803500,10626.954545454546,0.0,101579,36758,1798319000,17703.649376347472,0.2891058965518947,1,0,1,0
2804805,27718.954545454544,0.0,192330,67123,3232698000,16808.07986273592,0.41295762325066737,1,0,1,0
2806701,17356.727272727272,0.0,95612,33342,1031740000,10790.904907333808,0.5205664708993843,1,1,1,0
2807402,4021.4545454545455,0.0,50905,18576,655791000,12882.644141047049,0.21648657113773392,0,0,1,0
2900702,19542.227272727272,0.0,151055,55611,4532743000,30007.235775048823,0.3514093843435161,1,0,1,0
2902708,5651.727272727273,0.0,51092,15517,430649000,8428.89297737415,0.36422809001271333,1,0,1,0
2903201,18095.636363636364,0.0,159734,54440,7006121000,43861.1754541926,0.33239596553336453,1,0,1,0
2903904,1862.2272727272727,0.0,65550,20980,1357879000,20715.163996948893,0.08876202443885953,0,0,0,0
2904605,6358.272727272727,0.0,70510,24543,1783351000,25292.171323216564,0.2590666474054813,0,0,1,0
2905206,5863.181818181818,0.0,52012,17678,1098650000,21123.01007459817,0.33166544960865585,1,0,1,0
2905701,41023.72727272727,0.0,300372,110068,33971705000,113098.77418667519,0.3727125710717672,1,0,1,0
2906006,4865.772727272727,0.0,71377,24328,2072637000,29037.883351779987,0.2000070999372216,0,0,1,0
2906501,14054.90909090909,0.0,72382,26464,6819267000,94212.19363930258,0.5310954160712322,1,1,1,0
2907202,4719.136363636364,0.0,72086,23425,875278000,12142.135782260078,0.20145726205491415,0,0,1,0
2908408,2353.7272727272725,0.0,67825,24349,884633000,13042.875046074456,0.0966662808627571,0,0,0,0
2909802,8643.40909090909,0.0,60348,21739,1042406000,17273.248492079274,0.39759920377704083,1,0,1,0
2910057,3854.090909090909,0.0,71485,25868,3050432000,42672.336853885434,0.14899067995557866,0,0,1,0
2910701,3351.5454545454545,0.0,61456,21753,795415000,12942.83715178339,0.15407279246749664,0,0,1,0
2910727,11108.181818181818,0.0,113710,41421,3203016000,28168.2877495383,0.26817753840278646,1,0,1,0
2910800,65765.22727272728,0.0,616272,221711,17282198000,28043.133551418854,0.29662591063468785,1,0,1,0
2911709,12214.09090909091,0.0,87817,30389,1654710000,18842.70699295125,0.4019247395139988,1,0,1,0
2913606,26209.590909090908,0.0,178649,66640,5163623000,28903.733018376817,0.39330118411000764,1,0,1,0
2914000,4690.045454545455,0.0,56876,21231,664915000,11690.607637667908,0.2209055369292758,0,0,1,0
2914604,14378.09090909091,0.0,74507,26010,1532414000,20567.38293046291,0.5527908846247946,1,1,1,0
2914703,10091.227272727272,0.0,65073,23517,996855000,15319.02632428196,0.4291035111930634,1,0,1,0
2914802,29684.31818181818,0.0,186708,72012,4200814000,22499.37870900015,0.41221349472057683,1,0,1,0
2915601,7493.818181818182,0.0,59605,21781,1111051000,18640.23152420099,0.34405299030431025,1,0,1,0
2916401,3527.7272727272725,0.0,65897,24070,1467062000,22262.95582499962,0.14656116629527513,0,0,1,0
2917508,24025.090909090908,0.0,82590,30930,1867866000,22616.1278605158,0.7767568997442906,1,1,1,0
2918001,22758.0,0.0,158813,57873,3176446000,20001.171188756587,0.3932403711575346,1,0,1,0
2918407,21707.772727272728,0.0,237821,78868,5181529000,21787.516661690937,0.2752418309995528,1,0,1,0
2919207,35617.13636363636,0.0,203331,75333,7322778000,36014.07557135902,0.4727959375524187,1,0,1,0
2919553,11332.681818181818,0.0,107909,36406,8820648000,81741.5414840282,0.31128610169152937,1,0,1,0
2924009,14844.0,0.0,112870,38799,3965326000,35131.79764330646,0.38258718008196085,1,0,1,0
2925303,22777.090909090908,0.0,168326,60464,3767887000,22384.462293406843,0.3767049965118237,1,0,1,0
2926608,636.6818181818181,0.0,54010,19308,716571000,13267.376411775596,0.03297502683767444,0,0,0,0
2927408,489987.36363636365,0.0,2417678,959423,62954487000,26039.235580586,0.5107104620551766,1,1,1,0
2928604,5304.0,0.0,56012,20751,1137909000,20315.450260658432,0.2556021396559202,0,0,1,0
2928703,17211.409090909092,0.0,103055,38307,2450763000,23781.116879336278,0.4493019315245018,1,0,1,0
2928802,4171.136363636364,0.0,52276,17426,914071000,17485.48090902135,0.23936281209895352,0,0,1,0
2930105,19141.136363636364,0.0,74523,26913,998686000,13401.043973001624,0.7112226940005337,1,1,1,0
2930501,3677.9545454545455,0.0,80435,28910,1086778000,13511.257537141792,0.12722084211188328,0,0,1,0
2930709,9515.863636363636,0.0,114559,42216,6334359000,55293.420857374804,0.22540893586231847,0,0,1,0
2931350,22209.272727272728,0.0,145216,52564,2875867000,19804.064290436316,0.42251869582361934,1,0,1,0
2932903,13051.772727272728,0.0,85655,32325,1740635000,20321.46401260872,0.40376713773465517,1,0,1,0
2933307,64712.40909090909,0.0,370879,129166,8215793000,22152.219457019673,0.5010018820038484,1,1,1,0
3101607,25465.272727272728,0.0,78970,29136,3485867000,44141.661390401416,0.8740140282562029,1,1,1,0
3103504,25643.727272727272,0.0,117808,44115,5837823000,49553.70603015075,0.5812926957435628,1,1,1,0
3104007,30233.18181818182,0.0,111691,40350,8950863000,80139.51885111602,0.749273403176749,1,1,1,0
3105608,38894.86363636364,0.0,125317,46700,3523135000,28113.783445183017,0.832866459022776,1,1,1,0
3106200,842257.5454545454,0.0,2315560,890126,105829675000,45703.70666275113,0.946222833008524,1,1,1,0
3106705,90476.45454545454,0.0,411846,146913,33132919000,80449.77734395866,0.6158505683326495,1,1,1,0
3107406,13801.045454545454,0.0,51737,19174,1814096000,35063.80346753774,0.7197791516921589,1,1,1,0
3111200,10590.40909090909,0.0,52277,19818,1244647000,23808.692159075694,0.5343833429664492,1,1,1,0
3113404,14317.40909090909,0.0,87360,32690,2283288000,26136.53846153846,0.4379751939709113,1,0,1,0
3115300,19997.545454545456,0.0,66261,25420,1651609000,24925.808544996304,0.7866855017523783,1,1,1,0
3118007,14422.09090909091,0.0,52890,17990,4115644000,77815.1635469843,0.8016726464197281,1,1,1,0
3118304,40931.36363636364,0.0,131621,47613,3118549000,23693.3999893634,0.8596678141760368,1,1,1,0
3118601,147545.5,0.0,621863,228867,36479765000,58662.06061463698,0.6446779133732692,1,1,1,0
3119401,19055.5,0.0,104736,38446,1996019000,19057.62106630003,0.495643239868907,1,1,1,0
3120904,7239.363636363636,0.0,80665,29793,2230617000,27652.848199342963,0.2429887435425649,0,0,1,0
3122306,66572.04545454546,0.0,231091,87127,8331346000,36052.23050659697,0.7640805428230681,1,1,1,0
3124104,14629.772727272728,0.0,85598,30209,973105000,11368.31468024954,0.48428523709069243,1,0,1,0
3125101,13778.545454545454,0.0,53482,18337,13651225000,255248.96226767884,0.7514067434446995,1,1,1,0
3126109,15189.454545454546,0.0,68248,26174,2214110000,32442.12284609073,0.5803260695902249,1,1,1,0
3127107,13823.272727272728,0.0,58588,23094,2473118000,42212.022939851166,0.5985655463441901,1,1,1,0
3127701,77405.40909090909,0.0,257171,97817,7382837000,28707.890858611587,0.791328798582139,1,1,1,0
3128709,16238.818181818182,0.0,50911,19121,2806366000,55122.97931684705,0.849266156676857,1,1,1,0
