t,coef,se,p_value,is_reference,is_pre,ci_low,ci_high
-12,-0.0028794441733767553,0.011767341417570167,0.8067702559181646,False,True,-0.02594343335181428,0.02018454500506077
-11,0.006039795904498709,0.013621309123363099,0.6576234465726591,False,True,-0.020657969977292964,0.03273756178629038
-10,-0.0009703994726324675,0.013569164649696203,0.9430106165578236,False,True,-0.027565962186037025,0.02562516324077209
-9,-0.002925001800158421,0.013475530658193052,0.8282319036183365,False,True,-0.029337041890216804,0.02348703828989996
-8,-0.002588007920315257,0.016060171508418923,0.8720314366489463,False,True,-0.034065944076816346,0.02888992823618583
-7,0.00037984952613700465,0.013464010256519221,0.9775018592786775,False,True,-0.026009610576640668,0.026769309628914675
-6,0.017331378284051888,0.017463393467534123,0.3213649378255221,False,True,-0.016896872912314995,0.05155962948041877
-5,0.0027474350504684527,0.015878341246582765,0.8626833188085885,False,True,-0.028374113792833767,0.033868983893770674
-4,0.0001372064912129913,0.017270990839752,0.9936639294758685,False,True,-0.033713935554700925,0.033988348537126914
-3,-0.005142258469284444,0.015753927550360966,0.7442220100727441,False,True,-0.036019956467991936,0.02573543952942305
-2,-0.013260647044831405,0.013309330709248692,0.3194676745917211,False,True,-0.039346935234958844,0.012825641145296033
-1,0.0,0.0,,True,True,0.0,0.0
0,-0.0060542460721331745,0.01240238929146573,0.6256128615569838,False,False,-0.030362929083406005,0.018254436939139657
1,0.00344507329952363,0.010480816234852896,0.7424899409895587,False,False,-0.017097326520788044,0.023987473119835307
2,0.004279295896727031,0.014735930218973566,0.7716070582274366,False,False,-0.024603127332461158,0.03316171912591522
3,-0.019817667474471418,0.014421872646901942,0.16988853624137246,False,False,-0.048084537862399225,0.00844920291345639
4,-0.022483351446972194,0.015907086327159457,0.1580285231297447,False,False,-0.053661240648204725,0.00869453775426034
5,0.017611869320975814,0.013922429866889846,0.2063406372839811,False,False,-0.009676093218128283,0.04489983186007991
6,-0.0040070486258298645,0.013600009708111154,0.7683695417073804,False,False,-0.030663067653727727,0.022648970402067994
7,-0.0010842004244391902,0.013574095557520788,0.9363639033870685,False,False,-0.027689427717179933,0.025521026868301554
8,-0.010621228400259435,0.014252383580266158,0.45641469670020696,False,False,-0.0385559002175811,0.017313443417062237
9,0.03460140608776089,0.016313234581864084,0.0343076413218979,False,False,0.0026274663073072857,0.0665753458682145
10,0.040194951217986205,0.015954217557679628,0.012002777546198606,False,False,0.008924684804934135,0.07146521763103827
11,-0.010220471262653023,0.015582688398535102,0.5121375238182946,False,False,-0.04076254052378182,0.020321597998475775
12,0.04242205365901029,0.017354253544666323,0.014780179302088081,False,False,0.0084077167114643,0.07643639060655628
13,0.057057597246465364,0.01581963268452213,0.0003346818737552937,False,False,0.02605111718480199,0.08806407730812874
14,0.00874219113556766,0.01814546532284616,0.6301273903574756,False,False,-0.026822920897210813,0.04430730316834613
15,0.050840954704681085,0.017800402350631593,0.004429635535178278,False,False,0.01595216609744316,0.08572974331191902
16,0.06870724077685053,0.01590077781653027,1.8054411351275945e-05,False,False,0.03754171625645121,0.09987276529724985
17,0.03862813621813738,0.014514682423812725,0.007982686397774108,False,False,0.010179358667464434,0.06707691376881032
18,0.04689545836631626,0.014308010684009175,0.0011048033850169503,False,False,0.01885175742565828,0.07493915930697424
19,0.05976447005910651,0.017282407380190323,0.0005807527880636876,False,False,0.02589095159393348,0.09363798852427954
20,-0.0075205330206349575,0.015638192153311,0.630749325858325,False,False,-0.03817138964112452,0.023130323599854605
21,-0.0020149244843947756,0.015686505648149177,0.8978343495323302,False,False,-0.03276047555476716,0.02873062658597761
22,-0.002356709139350399,0.013943322242918724,0.8658348381529937,False,False,-0.029685620735471097,0.0249722024567703
23,-0.029983691343105672,0.016603549767511577,0.0714188517928609,False,False,-0.06252664888742836,0.0025592662012170163
24,-0.011213318072963357,0.011027153440662046,0.30960097946618936,False,False,-0.03282653881666096,0.010399902670734252
